"","iso_code","country","date","new_cases","total_cases","imputed","pop2022","region","sub_region"
"236","ABW","Aruba",2022-12-06,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"237","ABW","Aruba",2022-12-07,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"238","ABW","Aruba",2022-12-08,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"239","ABW","Aruba",2022-12-09,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"240","ABW","Aruba",2022-12-10,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"241","ABW","Aruba",2022-12-11,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"242","ABW","Aruba",2022-12-12,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"243","ABW","Aruba",2022-12-13,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"244","ABW","Aruba",2022-12-14,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"245","ABW","Aruba",2022-12-15,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"246","ABW","Aruba",2022-12-16,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"247","ABW","Aruba",2022-12-17,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"248","ABW","Aruba",2022-12-18,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"249","ABW","Aruba",2022-12-19,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"250","ABW","Aruba",2022-12-20,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"251","ABW","Aruba",2022-12-21,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"252","ABW","Aruba",2022-12-22,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"253","ABW","Aruba",2022-12-23,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"254","ABW","Aruba",2022-12-24,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"255","ABW","Aruba",2022-12-25,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"256","ABW","Aruba",2022-12-26,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"257","ABW","Aruba",2022-12-27,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"258","ABW","Aruba",2022-12-28,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"259","ABW","Aruba",2022-12-29,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"260","ABW","Aruba",2022-12-30,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"261","ABW","Aruba",2022-12-31,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"262","ABW","Aruba",2023-01-01,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"263","ABW","Aruba",2023-01-02,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"264","ABW","Aruba",2023-01-03,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"265","ABW","Aruba",2023-01-04,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"266","ABW","Aruba",2023-01-05,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"267","ABW","Aruba",2023-01-06,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"268","ABW","Aruba",2023-01-07,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"269","ABW","Aruba",2023-01-08,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"270","ABW","Aruba",2023-01-09,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
